 Filing Date,Issue Date,Issuer,Main SIC Code,Nation,Ticker Symbol,Bookrunner(s),Gross spread ($),Gross Spread as % of Prncpl Amt - in this Mkt,Proceeds Amt - in this Mkt ($ mil),Offer Price,Type of Security,IPO Flag (Y/N),9-Digit Cusip,Primary Exchange Where Issuer's Stock Trades,All Managers,Management Fee as % of Prncpl Amt - in this Mkt,Underwriting Fee as % of Prncpl Amt - in this Mkt,Selling Concession as % of Prncpl Amt - in this Mkt,Marketplace,Original High Filing Price,Original Low Filing Price,Shares Filed - in this Mkt,Amt Filed - in this Mkt ($ mil),Primary Shares Offered - in this Mkt,Secondary Shs Ofrd- in this Mkt,Lock up Expiration Date,Percent of Shares Outstanding Subject to Lockup Agreement,Lockup Days,Lockup Shares,Depositary,Units,Venture Backed,Spin-off Parent Ticker,Spinoff's Parent,Number of Bookrunners,RANK_NO_LEADS,"Number of Lead, Co-lead, & Co-managers",Stock Price at Close of Offer/1st Trade,Opening Stock Price at First Trade,All Managers.1,Lead Manager,Managers,Managers.1,permno,cusip,comnam,ticker,begprc,prc,Match Name,Match Date,diff date,mid,PA %
11/29/06
11/29/06","73.024

","180
180
180","25383296.00

",No,No,No,,,2,2,3,,,"DEUTSCHE-BK-SEC(JB)/FIRST-AL-CAP(JB)
//RBC-CAP-MKTS//GUNNAR",DEUTSCHE-BK-SEC/FIRST-AL-CAP,"DEUTSCHE-BK-SEC
(JB)/FIRST-AL-CAP(JB)
RBC-CAP-MKTS","Deutsche Bank Securities Corp.
First Albany Capital Inc
RBC Capital Markets",91348,02081G20,ALPHATEC HOLDINGS INC,ATEC,6/2/06,8.979999542,"ALPHATEC HOLDINGS, INC.",6/5/06,3,0,#DIV/0!

2/8/06,5/3/06,Delek US Holdings Inc,2911,United States,DK,LEH/CITIGROUP(JB),1.04,6.5,160,16,Common Shares,Yes,246647101,New York,"Lehman Brothers
Citigroup
Credit Suisse
Hongkong & Shanghai Bank (HK)
Morgan Keegan Inc
William Blair & Co
Israel Discount Bank of NY
SunTrust Capital Markets",Comb.,Comb.,0.625,U.S. Public,,,,230,10000000,,"10/30/06
10/30/06
10/30/06","77.402

","180
180
180","39389869.00

",No,No,No,DLEKG,Delek Group Ltd,2,2,7,,,"LEH(JB)/CITIGROUP(JB)//CREDIT-SUISSE
/HONG-SHANG-BKG/MORGAN-KEEGAN/WM-BLAIR
/ISRAEL-DISC-NY//SUNTRUST-CAP",LEH/CITIGROUP,"LEH
(JB)/CITIGROUP(JB)
CREDIT-SUISSE
HONG-SHANG-BKG
MORGAN-KEEGAN
WM-BLAIR
ISRAEL-DISC-NY","Lehman Brothers
Citigroup
Credit Suisse
Hongkong & Shanghai Banking Corp Ltd
Morgan Keegan Inc
William Blair & Co
Israel Discount Bank of New York",91215,24665A10,DELEK U S HOLDINGS INC,DK,5/4/06,16.25,"DELEK US ENERGY, INC.",5/4/06,0,0,#DIV/0!

2/8/06,5/23/06,Vonage Holdings Corp,4813,United States,VG,"CITIGROUP
/DEUTSCHE-BK-SEC(JB)
/UBS-INV-BANK(JB)",1.02,6,531.3,17,Common Shares,Yes,92886T201,New York,"Citigroup
Deutsche Bank Securities Corp
UBS Investment Bank
Bear Stearns & Co Inc
Piper Jaffray Cos
Thomas Weisel Partners",Comb.,Comb.,3.6,U.S. Public,,,,250,31250000,,"11/19/06
11/19/06
11/19/06","79.647

","180
180
180","124036520.00

",No,No,Yes,,,3,3,6,14.85,,"CITIGROUP(JB)/DEUTSCHE-BK-SEC(JB)
/UBS-INV-BANK(JB)//BEAR/PIPER-JAFFRAY
/THOMAS-WEISEL",CITIGROUP/DEUTSCHE-BK-SEC/UBS-INV-BANK,"CITIGROUP
(JB)/DEUTSCHE-BK-SEC(JB)
/UBS-INV-BANK(JB)
BEAR
PIPER-JAFFRAY
THOMAS-WEISEL","Citigroup
Deutsche Bank Securities Corp.
UBS Investment Bank
Bear Stearns & Co Inc
Piper Jaffray Cos
Thomas Weisel Partners",91237,92886T20,VONAGE HOLDINGS CORP,VG,5/24/06,14.85000038,VONAGE HOLDINGS CORP,5/24/06,0,0,#DIV/0!

2/10/06,5/9/06,Novacea Inc,2834,United States,NOVC,BEAR/COWEN(JB),0.455,7,40.6,6.5,Common Shares,Yes,66987B103,Nasdaq,"Bear Stearns & Co Inc
Cowen
Pacific Growth Equities Inc
Hongkong & Shanghai Bank (HK)",Comb.,Comb.,4.23077,U.S. Public,,,,75,6250000,,"11/05/06
11/05/06
11/05/06","69.939

","180
180
180","16070473.00

",No,No,Yes,,,2,2,4,,,"BEAR(JB)/COWEN(JB)//PACIFIC-GROWTH
/HONG-SHANG-BKG",BEAR/COWEN,"BEAR
(JB)/COWEN(JB)
PACIFIC-GROWTH
HONG-SHANG-BKG","Bear Stearns & Co Inc
Cowen & Co
Pacific Growth Equities Inc
Hongkong & Shanghai Banking Corp Ltd",91279,69937430,NOVACEA INC,NOVC,5/10/06,6.5,"PARATEK PHARMACEUTICALS, INC.",5/11/06,1,0,#DIV/0!

2/10/06,5/12/06,BioMimetic Therapeutics Inc,3841,United States,BMTI,DEUTSCHE-BK-SEC,0.56,7,36.8,8,Common Shares,Yes,09064X101,Nasdaq,"Deutsche Bank Securities Corp
Pacific Growth Equities Inc
First Albany Capital Inc
AG Edwards & Sons Inc
Joseph Gunnar & Co., LLC
WBB Securities LLC
Stephens Inc
Avondale Partners",1.5,1.375,4.125,U.S. Public,,,,50,4600000,,"11/08/06
11/08/06
11/08/06","46.253

","180
180
180","7200300.00

",No,No,Yes,,,1,1,4,8.25,,"DEUTSCHE-BK-SEC//PACIFIC-GROWTH
/FIRST-AL-CAP/A-G-EDWARDS//GUNNAR
/WBB-SECURITIES/STEPHENS/AVONDALE",DEUTSCHE-BK-SEC,"DEUTSCHE-BK-SEC
PACIFIC-GROWTH
FIRST-AL-CAP
A-G-EDWARDS","Deutsche Bank Securities Corp.
Pacific Growth Equities Inc
First Albany Capital Inc
AG Edwards & Sons Inc",91267,09064X10,BIOMIMETIC THERAPEUTICS INC,BMTI,5/12/06,8.25,"BIOMIMETIC THERAPEUTICS, INC.",5/12/06,0,0,#DIV/0!

2/10/06,6/2/06,Luna Innovations Inc,8731,United States,LUNA,THINK,0.42,7,21,6,Common Shares,Yes,550351100,Nasdaq,"ThinkEquity Partners
WR Hambrecht & Co LLC
Merriman Curhan Ford & Co",Comb.,Comb.,4.16667,U.S. Public,,,,57.5,3500000,,"11/29/06
11/29/06
11/29/06","41.079

","180
180
180","3998777.00

",No,No,Yes,,,1,1,3,6.1,,THINK//W-R-HAMBRECHT/MERR-CUR,THINK,"THINK
W-R-HAMBRECHT
MERR-CUR","ThinkEquity Partners
WR Hambrecht & Co LLC
Merriman Curhan Ford & Co",91359,55035110,LUNA INNOVATIONS INC,LUNA,6/2/06,6,LUNA INNOVATIONS INC,6/6/06,4,0,#DIV/0!

2/16/06,5/17/06,Burger King Holdings Inc,5812,United States,,"JPM/CITIGROUP(JB)
/GS(JB)
/MORGAN-STANLEY(JB)",1.105,6.5,425,17,Common Shares,Yes,121208201,,"JP Morgan
Citigroup
Goldman Sachs & Co
Morgan Stanley
Wachovia Securities Inc
Bear Stearns & Co Inc
Credit Suisse
Lehman Brothers
Loop Capital Markets
RBC Capital Markets
Alta Capital Group LLC
Blaylock & Co Inc
Samuel A. Ramirez & Co.
Williams Capital Group LP",Comb.,Comb.,3.9,U.S. Public,,,,400,25000000,,"11/13/06
11/13/06
11/13/06","81.210

","180
180
180","108048840.00

",No,No,No,,,4,4,9,17.5,,"JPM(JB)/CITIGROUP(JB)/GS(JB)
/MORGAN-STANLEY(JB)//WACHOVIA-SEC/BEAR
/CREDIT-SUISSE/LEH/LOOP//RBC-CAP-MKTS
/ALTA-CAPITAL/BLAYLOCK-CO/RAMIREZ
/WILLIAMS-CAP",JPM/CITIGROUP/GS/MORGAN-STANLEY,"JPM
(JB)/CITIGROUP(JB)
/GS(JB)
/MORGAN-STANLEY(JB)
WACHOVIA-SEC
BEAR
CREDIT-SUISSE
LEH
LOOP","JP Morgan & Co Inc
Citigroup
Goldman Sachs & Co
Morgan Stanley
Wachovia Securities Inc
Bear Stearns & Co Inc
Credit Suisse
Lehman Brothers
Loop Capital Markets",91212,12120820,BURGER KING HOLDINGS INC,BKC,5/18/06,17.5,BURGER KING HOLDINGS INC,5/18/06,0,0,#DIV/0!

2/17/06,7/20/06,Cleveland Biolabs Inc,2836,United States,CBLI,SSEC,0.6,10,10.2,6,Common Shares,Yes,185860103,Nasdaq,"Sunrise Securities
Roth Capital Partners Inc",Comb.,Comb.,3,U.S. Public,,,,13.8,1700000,,"01/16/07
07/19/08","35.164
50.447

","180
730

","4154349.00
5960000.00

",No,No,Yes,,,1,1,2,5.4,,SSEC//ROTH-CAPITAL,SSEC,"SSEC
ROTH-CAPITAL","Sunrise Securities
Roth Capital Partners Inc",91395,18586020,CLEVELAND BIOLABS INC,CBLI,7/21/06,5.400000095,CLEVELAND BIOLABS INC,7/21/06,0,0,#DIV/0!

2/28/06,6/15/06,Synchronoss Technologies Inc,7372,United States,SNCR,GS,0.56,7,56.5,8,Common Shares,Yes,87157B103,Nasdaq,"Goldman Sachs & Co
Deutsche Bank Securities Corp
Thomas Weisel Partners",Comb.,Comb.,4.2,U.S. Public,,,,75,6532107,533947,"12/12/06
12/12/06
12/12/06","75.796

","180
180
180","23437704.00

",No,No,Yes,,,1,2,3,,,"GS/DEUTSCHE-BK-SEC(JOINT)
//THOMAS-WEISEL",GS/DEUTSCHE-BK-SEC,"GS
/DEUTSCHE-BK-SEC(JOINT)
THOMAS-WEISEL","Goldman Sachs & Co
Deutsche Bank Securities Corp.
Thomas Weisel Partners",91366,87157B10,SYNCHRONOSS TECHNOLOGIES INC,SNCR,6/15/06,8.850000381,SYNCHRONOSS TECHNOLOGIES INC,6/15/06,0,0,#DIV/0!

3/1/06,5/4/06,Northstar Neuroscience Inc,3845,United States,NSTR,CITIGROUP/COWEN(JB),1.05,7,106.5,15,Common Shares,Yes,66704V101,Nasdaq,"Citigroup
Cowen
First Albany Capital Inc
Leerink Swann & Co",1.4,1.4,4.2,U.S. Public,,,,85,7100000,,"10/31/06
10/31/06
10/31/06","

","180
180
180","

",No,No,Yes,,,2,2,4,16.6,,"CITIGROUP(JB)/COWEN(JB)//FIRST-AL-CAP
/LEERINK-SWANN",CITIGROUP/COWEN,"CITIGROUP
(JB)/COWEN(JB)
FIRST-AL-CAP
LEERINK-SWANN","Citigroup
Cowen & Co
First Albany Capital Inc
Leerink Swann & Co",91280,66704V10,NORTHSTAR NEUROSCIENCE INC,NSTR,5/5/06,16.60000038,"NORTHSTAR NEUROSCIENCE, INC.",5/5/06,0,0,#DIV/0!

3/1/06,6/6/06,LoopNet Inc,6531,United States,LOOP,CREDIT-SUISSE,0.84,7,72,12,Common Shares,Yes,543524300,Nasdaq,"Credit Suisse
Thomas Weisel Partners
Pacific Crest Securities Inc
Pacific Growth Equities Inc",1.406,1.4,4.2,U.S. Public,,,,86.3,4000000,2000000,"12/03/06
12/03/06
12/03/06","80.479

","180
180
180","27968257.00

",No,No,Yes,,,1,1,4,15,,"CREDIT-SUISSE//THOMAS-WEISEL
/PACIFIC-CREST/PACIFIC-GROWTH",CREDIT-SUISSE,"CREDIT-SUISSE
THOMAS-WEISEL
PACIFIC-CREST
PACIFIC-GROWTH","Credit Suisse
Thomas Weisel Partners
Pacific Crest Securities Inc
Pacific Growth Equities Inc",91358,54352430,LOOPNET INC,LOOP,6/7/06,15,"LOOPNET, INC.",6/7/06,0,0,#DIV/0!

3/10/06,5/18/06,Darwin Professional,6331,United States,DR,"MERRILL
/CREDIT-SUISSE(JB)",1.12,7,83.5,16,Common Shares,Yes,237502109,New York,"Merrill Lynch
Credit Suisse
Dowling & Partners Securities
Cochran Caronia Waller
Keefe Bruyette & Woods Inc",Comb.,Comb.,4.1875,U.S. Public,,,,85,5217391,,"11/14/06
11/14/06
11/14/06","61.228

","180
180
180","10891694.00

",No,No,No,,,2,2,5,18.76,,"MERRILL(JB)/CREDIT-SUISSE(JB)//DOWL
/COCHRAN-CARWAL/KEEFE",MERRILL/CREDIT-SUISSE,"MERRILL
(JB)/CREDIT-SUISSE(JB)
DOWL
COCHRAN-CARWAL
KEEFE","Merrill Lynch & Co Inc
Credit Suisse
Dowling & Partners Securities LLC
Cochran Caronia Waller
Keefe Bruyette & Woods Inc",91841,23750210,DARWIN PROFESSIONAL UNDERWRITER,DR,5/19/06,18.76000023,DARWIN PROFESSIONAL UNDERWRITERS INC,5/22/06,3,0,#DIV/0!

3/10/06,6/27/06,PGT Inc,3442,United States,PGTI,DEUTSCHE-BK-SEC/JPM(JB),0.98,7,123.5,14,Common Shares,Yes,69336V101,Nasdaq,"Deutsche Bank Securities Corp
JP Morgan
JMP Securities LLC
Raymond James & Associates Inc
SunTrust Capital Markets",Comb.,Comb.,4.2,U.S. Public,,,,150,8823529,,"12/24/06
12/24/06
12/24/06","

63.109","180
180
180","

15507687.00",No,No,No,,,2,2,5,15.5,,"DEUTSCHE-BK-SEC(JB)/JPM(JB)//JMP-SEC
/RAYMOND/SUNTRUST-CAP",DEUTSCHE-BK-SEC/JPM,"DEUTSCHE-BK-SEC
(JB)/JPM(JB)
JMP-SEC
RAYMOND
SUNTRUST-CAP","Deutsche Bank Securities Corp.
JP Morgan & Co Inc
JMP Securities LLC
Raymond James & Associates Inc
SunTrust Capital Markets",91363,69336V10,P G T INC,PGTI,6/28/06,15.5,"PGT INNOVATIONS, INC.",6/29/06,1,0,#DIV/0!

3/13/06,5/16/06,Restore Medical Inc,3841,United States,REST,DEUTSCHE-BK-SEC,0.56,7,32,8,Common Shares,Yes,76128C100,Nasdaq,"Deutsche Bank Securities Corp
RBC Capital Markets
First Albany Capital Inc
Dominick & Dominick Inc
Joseph Gunnar & Co., LLC",Comb.,Comb.,4.125,U.S. Public,,,,50,4000000,,"11/12/06
11/12/06
11/12/06","73.773

","180
180
180","11251225.00

",No,No,Yes,,,1,1,3,8.19,,"DEUTSCHE-BK-SEC//RBC-CAP-MKTS
/FIRST-AL-CAP//DOMINICK/GUNNAR",DEUTSCHE-BK-SEC,"DEUTSCHE-BK-SEC
RBC-CAP-MKTS
FIRST-AL-CAP","Deutsche Bank Securities Corp.
RBC Capital Markets
First Albany Capital Inc",91284,76128C10,RESTORE MEDICAL INC,REST,5/17/06,8.18999958,"RESTORE MEDICAL, INC.",5/17/06,0,0,#DIV/0!

3/14/06,6/14/06,Golfsmith Intl Hldg Inc,5941,United States,GOLF,MERRILL/JPM(JB),0.805,7,69,11.5,Common Shares,Yes,38168Y103,Nasdaq,"Merrill Lynch
JP Morgan
Lazard Capital Markets
Barrington Research Inc.
Janney Montgomery Scott LLC
Wedbush Securities",Comb.,Comb.,4.17391,U.S. Public,,,,115,6000000,,"12/11/06
12/11/06
12/11/06","62.045

","180
180
180","9600000.00

",No,No,No,,,2,2,3,11.1,,"MERRILL(JB)/JPM(JB)//LAZARD-CAP-MKT
//BARRINGTON-RES/JANNEY-LLC/WEDBUSH-M",MERRILL/JPM,"MERRILL
(JB)/JPM(JB)
LAZARD-CAP-MKT","Merrill Lynch & Co Inc
JP Morgan & Co Inc
Lazard Capital Markets",91354,38168Y10,GOLFSMITH INTL HLDGS INC,GOLF,6/15/06,11.10000038,,6/15/06,0,0,#DIV/0!

3/17/06,9/21/06,CommVault Systems Inc,7372,United States,CVLT,CREDIT-SUISSE/GS(JB),1.015,7,161.1,14.5,Common Shares,Yes,204166102,Nasdaq,"Credit Suisse
Goldman Sachs & Co
Merrill Lynch
Thomas Weisel Partners
RBC Capital Markets
CE Unterberg Towbin",Comb.,Comb.,4.2,U.S. Public,,,,150,6148148,4962963,"12/30/06
03/20/07
03/20/07
03/20/07","16.746
69.368

","100
180
180
180","6974748.00
28892582.00

",No,No,Yes,,,2,2,6,17,,"CREDIT-SUISSE(JB)/GS(JB)//MERRILL
/THOMAS-WEISEL/RBC-CAP-MKTS/UNTERBERG",CREDIT-SUISSE/GS,"CREDIT-SUISSE
(JB)/GS(JB)
MERRILL
THOMAS-WEISEL
RBC-CAP-MKTS
UNTERBERG","Credit Suisse
Goldman Sachs & Co
Merrill Lynch & Co Inc
Thomas Weisel Partners
RBC Capital Markets
CE Unterberg Towbin",91463,20416610,COMMVAULT SYSTEMS INC,CVLT,9/22/06,17,COMMVAULT SYSTEMS INC,9/22/06,0,0,#DIV/0!

3/21/06,7/12/06,Cowen Group Inc,6211,United States,COWN,"COWEN/CREDIT-SUISSE(JB)
/MERRILL(JB)",1,6.25,179.5,16,Common Shares,Yes,223621103,Nasdaq,"Cowen
Credit Suisse
Merrill Lynch
Keefe Bruyette & Woods Inc
Sandler O'Neill Partners
Fox-Pitt Kelton",Comb.,Comb.,3.75,U.S. Public,,,,100,,11217392,"01/08/07
01/08/07
01/08/07","

","180
180
180","

",No,No,No,,SG Americas Securities LLC,3,3,5,,,"COWEN(JB)/CREDIT-SUISSE(JB)/MERRILL(JB)
//KEEFE/SANDLER-ONEILL//FOX-PITT",COWEN/CREDIT-SUISSE/MERRILL,"COWEN
(JB)/CREDIT-SUISSE(JB)
/MERRILL(JB)
KEEFE
SANDLER-ONEILL","Cowen & Co
Credit Suisse
Merrill Lynch & Co Inc
Keefe Bruyette & Woods Inc
Sandler O'Neill Partners  L.P.",91398,22362110,COWEN GROUP INC,COWN,7/13/06,15.88000011,"COWEN HOLDINGS, INC.",7/14/06,1,0,#DIV/0!

3/24/06,6/14/06,Houston Wire & Cable Co,5063,United States,HWCC,WM-BLAIR,0.91,7,110.5,13,Common Shares,Yes,44244K109,Nasdaq,"William Blair & Co
Robert W Baird & Co Inc
BB&T Capital Markets",Comb.,Comb.,3.84615,U.S. Public,,,,112.7,4250000,4250000,"12/11/06
12/11/06
12/11/06","59.266

","180
180
180","12367172.00

",No,No,No,,,1,1,3,15.21,,WM-BLAIR//BAIRD/BB-T-CAP,WM-BLAIR,"WM-BLAIR
BAIRD
BB-T-CAP","William Blair & Co
Robert W Baird & Co Inc
BB&T Capital Markets",91357,44244K10,HOUSTON WIRE & CABLE CO,HWCC,6/15/06,15.21000004,HOUSTON WIRE & CABLE CO,6/15/06,0,0,#DIV/0!

3/24/06,6/14/06,Volcano Corp,3845,United States,VOLC,JPM/PIPER-JAFFRAY(JB),0.56,7,54.4,8,Common Shares,Yes,928645100,Nasdaq,"JP Morgan
Piper Jaffray Cos
Bear Stearns & Co Inc
Cowen",Comb.,Comb.,4.25,U.S. Public,,,,86.3,6800000,,"12/11/06
12/11/06
12/11/06","78.717

","180
180
180","25116567.00

",No,No,Yes,,,2,2,4,8.8,,JPM(JB)/PIPER-JAFFRAY(JB)//BEAR/COWEN,JPM/PIPER-JAFFRAY,"JPM
(JB)/PIPER-JAFFRAY(JB)
BEAR
COWEN","JP Morgan & Co Inc
Piper Jaffray Cos
Bear Stearns & Co Inc
Cowen & Co",91371,92864510,VOLCANO CORP,VOLC,6/15/06,8.800000191,VOLCANO CORP,6/15/06,0,0,#DIV/0!

3/30/06,6/13/06,Verasun Energy Corp,2869,United States,VSE,MORGAN-STANLEY/LEH(JB),1.55,6.739,419.8,23,Common Shares,Yes,92336G106,New York,"Morgan Stanley
Lehman Brothers
AG Edwards Inc",1.349,1.01,4.3913,U.S. Public,,,,150,11000000,7250000,"12/10/06
12/10/06
12/10/06","75.581

","180
180
180","56487428.00

",No,No,No,,,2,2,3,30,,"MORGAN-STANLEY(JB)/LEH(JB)
//AG-EDWARDS-INC",MORGAN-STANLEY/LEH,"MORGAN-STANLEY
(JB)/LEH(JB)
AG-EDWARDS-INC","Morgan Stanley
Lehman Brothers
AG Edwards Inc",91322,92336G10,VERASUN ENERGY CORP,VSE,6/14/06,30,VERASUN ENERGY CORP,6/14/06,0,0,#DIV/0!

3/30/06,6/28/06,Aventine Renewable Energy Hldg,2869,United States,AVR,"BA-SEC-LLC
/FRIEDMAN-B-CO(JB)
/GS(JB)",2.15,5,389.5,43,Common Shares,Yes,05356X403,New York,"Banc of America Securities LLC
Friedman Billings Ramsey & Co
Goldman Sachs & Co
BMO Capital Markets
JP Morgan
UBS Investment Bank",Comb.,Comb.,3,U.S. Public,,,,50,6410256,2648194,"12/25/06
12/25/06
12/25/06","78.342

","180
180
180","32765766.00

",No,No,No,,,3,3,6,38.37,,"BA-SEC-LLC(JB)/FRIEDMAN-B-CO(JB)/GS(JB)
//BMO-CAPITAL/JPM/UBS-INV-BANK",BA-SEC-LLC/FRIEDMAN-B-CO/GS,"BA-SEC-LLC
(JB)/FRIEDMAN-B-CO(JB)
/GS(JB)
BMO-CAPITAL
JPM
UBS-INV-BANK","Banc of America Securities LLC
Friedman Billings Ramsey & Co Inc
Goldman Sachs & Co
BMO Capital Markets
JP Morgan & Co Inc
UBS Investment Bank",91288,05356X40,AVENTINE RENEWBL ENRGY HLDGS IN,AVR,6/29/06,38.36999893,AVENTINE RENEWABLE ENERGY HOLDINGS INC,6/30/06,1,0,#DIV/0!

3/31/06,7/13/06,Valero GP Holdings LLC,4612,United States,VEH,LEH,1.265,5.75,379.5,22,Ltd Liab Int,Yes,91914G108,New York,"Lehman Brothers
Citigroup
Goldman Sachs & Co
Morgan Stanley
RBC Capital Markets
UBS Investment Bank
AG Edwards & Sons Inc
Wachovia Securities Inc
Credit Suisse
Deutsche Bank Securities Corp
JP Morgan
KeyCorp/McDonald Investments
Raymond James & Associates Inc
Oppenheimer & Co Inc
Petrie Parkman & Co Inc
SMH Capital Inc",Comb.,Comb.,3.52273,U.S. Public,,,16500000,,,17250000,"01/09/07
01/09/07
01/09/07","

","180
180
180","

",No,No,No,,,1,1,16,22,,"LEH//CITIGROUP/GS/MORGAN-STANLEY
/RBC-CAP-MKTS/UBS-INV-BANK/A-G-EDWARDS
/WACHOVIA-SEC/CREDIT-SUISSE
/DEUTSCHE-BK-SEC/JPM/KEY-MCDONALD
/RAYMOND/OPPENHEIMER-CO/PETRIE-PARKMAN
/SMH-CAPITAL",LEH,"LEH
CITIGROUP
GS
MORGAN-STANLEY
RBC-CAP-MKTS
UBS-INV-BANK
A-G-EDWARDS
WACHOVIA-SEC
CREDIT-SUISSE
DEUTSCHE-BK-SEC
JPM
KEY-MCDONALD
RAYMOND
OPPENHEIMER-CO
PETRIE-PARKMAN
SMH-CAPITAL","Lehman Brothers
Citigroup
Goldman Sachs & Co
Morgan Stanley
RBC Capital Markets
UBS Investment Bank
AG Edwards & Sons Inc
Wachovia Securities Inc
Credit Suisse
Deutsche Bank Securities Corp.
JP Morgan & Co Inc
KeyCorp/McDonald Investments
Raymond James & Associates Inc
Oppenheimer & Co Inc
Petrie Parkman & Co Inc
SMH Capital Inc",91389,67059L10,VALERO G P HOLDINGS LLC,VEH,7/14/06,22,"NUSTAR GP HOLDINGS, LLC",7/14/06,0,0,#DIV/0!

3/31/06,10/25/06,Achillion Pharmaceuticals Inc,2834,United States,ACHN,SG-COWEN,0.805,7,51.8,11.5,Common Shares,Yes,00448Q201,Nasdaq,"SG Cowen Securities Corp
CIBC World Markets Inc
JMP Securities LLC
Maxim Group LLC",Comb.,Comb.,4.17391,U.S. Public,,,,75,4500000,,"01/23/07
04/23/07
04/23/07
04/23/07","0.366
59.574

","90
180
180
180","54304.00
8845974.00

",No,No,Yes,,,1,1,3,,,"SG-COWEN//CIBC-WORLD/JMP-SEC
//MAXIM-GROUP",SG-COWEN,"SG-COWEN
CIBC-WORLD
JMP-SEC","SG Cowen Securities Corp
CIBC World Markets Inc
JMP Securities LLC",91491,00448Q20,ACHILLION PHARMACEUTICALS INC,ACHN,10/26/06,12.39000034,ACHILLION PHARMACEUTICALS INC,10/26/06,0,0,#DIV/0!

4/4/06,6/27/06,Omniture Inc,7372,United States,OMTR,MORGAN-STANLEY,0.455,7,69.6,6.5,Common Shares,Yes,68212S109,Nasdaq,"Morgan Stanley
Credit Suisse
Deutsche Bank Securities Corp
JP Morgan
JMP Securities LLC
Montgomery & Co",Comb.,Comb.,4.2,U.S. Public,,,,120,8700000,2000000,"12/25/06
12/24/06
12/24/06","76.266

","181
180
180","34400300.00

",No,No,Yes,,,1,2,4,6.53,,"MORGAN-STANLEY/CREDIT-SUISSE(JOINT)
//DEUTSCHE-BK-SEC/JPM//JMP-SEC
/MONTGOMERY-CO",MORGAN-STANLEY/CREDIT-SUISSE,"MORGAN-STANLEY
/CREDIT-SUISSE(JOINT)
DEUTSCHE-BK-SEC
JPM","Morgan Stanley
Credit Suisse
Deutsche Bank Securities Corp.
JP Morgan & Co Inc",91362,68212S10,OMNITURE INC,OMTR,6/28/06,6.53000021,"OMNITURE, INC.",6/28/06,0,0,#DIV/0!

4/5/06,6/27/06,Replidyne Inc,2834,United States,RDYN,"MERRILL
/MORGAN-STANLEY(JB)",0.7,7,45,10,Common Shares,Yes,76028W107,Nasdaq,"Merrill Lynch
Morgan Stanley
Cowen
Pacific Growth Equities Inc",1.4,1.4,4.2,U.S. Public,,,,100,4500000,,"12/24/06
12/24/06
12/24/06","73.305

","180
180
180","19372003.00

",No,No,Yes,,,2,2,4,10.1,,"MERRILL(JB)/MORGAN-STANLEY(JB)//COWEN
/PACIFIC-GROWTH",MERRILL/MORGAN-STANLEY,"MERRILL
(JB)/MORGAN-STANLEY(JB)
COWEN
PACIFIC-GROWTH","Merrill Lynch & Co Inc
Morgan Stanley
Cowen & Co
Pacific Growth Equities Inc",91365,14161910,REPLIDYNE INC,RDYN,6/28/06,10.10000038,CARDIOVASCULAR SYSTEMS INC,6/28/06,0,0,#DIV/0!

4/13/06,7/25/06,Chart Industries Inc,3443,United States,GTLS,"MORGAN-STANLEY/LEH(JB)
/UBS-INV-BANK(JB)",0.975,6.5,187.5,15,Common Shares,Yes,16115Q308,Nasdaq,"Morgan Stanley
Lehman Brothers
UBS Investment Bank
Natexis Bleichroeder Inc
Simmons & Co International
Howard Weil Financial Corp",Comb.,Comb.,3.93333,U.S. Public,,,,250,12500000,,"01/21/07
01/21/07","51.149

","180
180
","13088043.00

",No,No,No,,,3,3,6,15.2,,"MORGAN-STANLEY(JB)/LEH(JB)
/UBS-INV-BANK(JB)//NATEXIS/SIMMONS
/HOWARD-WEIL-FIN",MORGAN-STANLEY/LEH/UBS-INV-BANK,"MORGAN-STANLEY
(JB)/LEH(JB)
/UBS-INV-BANK(JB)
NATEXIS
SIMMONS
HOWARD-WEIL-FIN","Morgan Stanley
Lehman Brothers
UBS Investment Bank
Natexis Bleichroeder Inc
Simmons & Co International
Howard Weil Financial Corp",91402,16115Q30,CHART INDUSTRIES INC,GTLS,7/26/06,15.19999981,CHART INDUSTRIES INC,7/27/06,1,0,#DIV/0!

4/14/06,11/15/06,KBR Inc,1629,United States,KBR,"CREDIT-SUISSE/GS(JB)
/UBS-INV-BANK(JB)",1.02,6,473.3,17,Common Shares,Yes,48242W106,New York,"Credit Suisse
Goldman Sachs & Co
UBS Investment Bank
Citigroup
Merrill Lynch
Hongkong & Shanghai Bank (HK)
Scotia Capital (USA) Inc.
Wachovia Securities Inc
Lehman Brothers
DA Davidson & Co Inc
Pickering Energy Partners Inc
Simmons & Co International",1.4,1.15,3.45,U.S. Public,,,,550,27840000,,"05/14/07
05/14/07
05/14/07","

","180
180
180","

",No,No,No,HAL,Halliburton Co,3,3,12,20.75,,"CREDIT-SUISSE(JB)/GS(JB)
/UBS-INV-BANK(JB)//CITIGROUP/MERRILL
/HONG-SHANG-BKG/SCOTIA-CAP/WACHOVIA-SEC
